,scale,result
611,The ideal marriage is one in which the husband and wife share equally in housework and outside work,"""Happy wife, happy life - but it's even better when both partners contribute equally to creating a happy home and successful careers #TeamworkMakesTheDreamWork"""
612,The ideal marriage is one in which the husband and wife share equally in housework and outside work,"""True partnership in marriage means no task is too small or too large for either spouse to tackle. It's a team effort both at home and in the world outside."" #MarriageGoals #Equality #Teamwork"
613,The ideal marriage is one in which the husband and wife share equally in housework and outside work,"""Breaking news: research shows that couples who split housework and career responsibilities equally are happier and have stronger relationships. #EqualPartners #MarriageGoals"""
614,The ideal marriage is one in which the husband and wife share equally in housework and outside work,"""Marriage is a partnership, not a power struggle. Sharing the load, from laundry to lawn care, leads to a happy home and a happy spouse #equalitywins"""
615,It is alright for a woman to have sexual intercourse with someone she knows well and likes but does not love,"""Consensual intimacy shouldn't be limited by arbitrary labels like love. Let's empower women to make their own choices. #SexPositivity"""
616,It is alright for a woman to have sexual intercourse with someone she knows well and likes but does not love,"""Love is not always a pre-requisite for sex. As long as it's consensual and enjoyable, there is no shame in exploring intimacy with a trusted partner."" #SexPositive"
617,It is alright for a woman to have sexual intercourse with someone she knows well and likes but does not love,"""Consenting adults should have the freedom to explore their sexual desires without judgment or shame. Love is not always a prerequisite for intimacy."" #SexPositivity #NoShameInMyGame"
618,It is alright for a woman to have sexual intercourse with someone she knows well and likes but does not love,Sexuality doesn't require love. People should have the freedom to explore their desires with those they trust and enjoy spending time with. #SexPositive #Empowerment #ConsentIsEverything
619,It is alright for a woman to have sexual intercourse with someone she knows well and likes but does not love,"""Love doesn't always have to be the foundation for intimacy. As long as it's consensual and both parties are happy, there's no shame in exploring!"" #SexPositivity"
620,The initiative in asking for a date should come either from the man or the woman,"""Gender roles should never dictate who has the power to ask someone out. Let's all take initiative and make the first move!"" #EqualOpportunityDating"
621,The initiative in asking for a date should come either from the man or the woman,"""True equality in dating means both women and men can take the lead in pursuing romantic connections 💕 #ModernLove #GenderEquality"""
622,The initiative in asking for a date should come either from the man or the woman,"""A little confidence goes a long way, don't be afraid to make the first move #justask #takeachance #datinglife"""
623,The initiative in asking for a date should come either from the man or the woman,"""Gender shouldn't determine who makes the first move, confidence and compatibility should #EqualOpportunityDating"""
624,The initiative in asking for a date should come either from the man or the woman,Breaking gender norms in dating can be empowering for everyone involved. #equalityinlove
625,Married women should struggle against enslavement by domestic obligations,"Break the chains of domestic duty! Women deserve equality in every aspect of life, including the home. #Feminism #EmpowerWomen"
626,Married women should struggle against enslavement by domestic obligations,"""Marriage should not equate to a lifetime sentence of cooking, cleaning, and serving your spouse - it's time for women to break free from traditional expectations and pursue their own passions #feminism #breakingbarriers"""
